0	0
-0.000163117	-5.52E-06
-0.001140416	-3.86E-05
-0.002980535	-0.000101008
-0.00567325	-0.000192409
-0.009203958	-0.000312471
-0.013553805	-0.000460726
-0.018699856	-0.000636605
-0.026621185	-0.000908374
-0.033499419	-0.001145372
-0.041071378	-0.001407371
-0.049299077	-0.001693367
-0.055311494	-0.001903212
-0.064552234	-0.002227166
-0.074333583	-0.002571949
-0.084608649	-0.002936217
-0.095328775	-0.003318538
-0.106443806	-0.003717398
-0.117902339	-0.004131204
-0.129651962	-0.004558286
-0.141639474	-0.004996899
-0.153811089	-0.005445231
-0.166112622	-0.005901404
-0.178489653	-0.00636348
-0.190887675	-0.00682946
-0.203252225	-0.007297295
-0.215528995	-0.007764885
-0.231417242	-0.008374599
-0.243284215	-0.008833335
-0.254885697	-0.009284583
-0.266168929	-0.009726083
-0.277081637	-0.010155556
-0.287572045	-0.0105707
-0.297588889	-0.010969202
-0.307081407	-0.011348736
-0.315999332	-0.011706977
-0.324292864	-0.012041597
-0.331912643	-0.012350276
-0.338809703	-0.012630707
-0.34493543	-0.012880596
-0.350241498	-0.013097676
-0.354679801	-0.013279702
-0.358202385	-0.013424464
-0.360761354	-0.013529791
-0.362308775	-0.01359355
-0.362796572	-0.01361366
-0.362044826	-0.013588092
-0.359877113	-0.013514877
-0.356242393	-0.013392108
-0.351086443	-0.013217947
-0.34435728	-0.012990627
-0.33600529	-0.012708458
-0.325983364	-0.01236983
-0.314247023	-0.011973221
-0.300754528	-0.011517195
-0.285466989	-0.011000413
-0.268348459	-0.010421631
-0.249366021	-0.009779709
-0.228489859	-0.00907361
-0.205693323	-0.008302407
-0.18095298	-0.007465282
-0.154248652	-0.006561536
-0.125563445	-0.005590586
-0.094883762	-0.004551968
-0.062199311	-0.003445343
-0.027503096	-0.002270498
0.009188106	-0.001027346
0.047297094	0.000284074
0.086493049	0.001663601
0.126696258	0.00311094
0.167828737	0.004625666
0.209814455	0.006207218
0.252579484	0.007854899
0.296052099	0.009567878
