0	425.020399
0.2	425.0224146
0.4	425.0244146
0.6	425.0264303
0.8	425.028446
1	425.030446
1.2	425.032446
1.4	425.034446
1.6	425.036446
1.8	425.038446
2	425.040446
2.2	425.1974773
2.4	425.7301804
2.6	426.6085866
2.8	427.5385085
3	428.3841023
3.2	429.1644929
3.4	429.9010867
3.6	430.7181961
3.8	431.6088523
4	432.4888992
4.2	433.3080085
4.4	434.0939773
4.6	434.8778835
4.8	435.6865867
5	436.5441492
5.2	437.404368
5.4	438.2141961
5.6	438.9786805
5.8	439.763868
6	440.5935399
6.2	441.4526493
6.4	442.2852274
6.6	443.0647743
6.8	443.831868
7	444.6484461
7.2	445.5062743
7.4	446.3484774
7.6	447.1464462
7.8	447.9211806
8	448.7120868
8.2	449.5363681
8.4	450.3728212
8.6	451.1835868
8.8	451.9685556
9	452.7493369
9.2	453.54829
9.4	454.3614931
9.6	455.1781025
9.8	455.9744931
10	456.7536181
10.2	457.5360869
10.4	458.3398369
10.6	459.1561338
10.8	459.9621025
11	460.7477744
11.2	461.5195244
11.4	462.30529
11.6	463.1080869
11.8	463.914962
12	464.7041182
12.2	465.4705089
12.4	466.2390557
12.6	467.0372901
12.8	467.8331182
13	468.6168682
13.2	469.3873839
13.4	470.147587
13.6	470.9423058
13.8	471.7481339
14	472.526087
14.2	473.2869152
14.4	474.0671808
14.6	474.8607121
14.8	475.6473371
15	476.4243371
15.2	477.1863058
15.4	477.9557277
15.6	478.7476496
15.8	479.5276496
16	480.2817121
16.2	481.043509
16.4	481.821259
16.6	482.5939934
16.8	483.3553684
17	484.117759
17.2	484.8799934
17.4	485.6487278
17.6	486.4173372
17.8	487.1673216
18	487.9151653
18.2	488.6784622
18.4	489.4408372
18.6	490.1868841
18.8	490.9331654
19	491.6865404
19.2	492.4406497
19.4	493.1915403
19.6	493.9367278
19.8	494.6777435
20	495.428556
20.2	496.1880873
20.4	496.9377123
20.6	497.6779466
20.8	498.4241654
21	499.173431
21.2	499.9139467
21.4	500.6555717
21.6	501.3978998
21.8	502.1362748
22	502.8786811
22.2	503.6174623
22.4	504.3498686
22.6	505.0932436
22.8	505.8306342
23	506.5523061
23.2	507.2798999
23.4	508.0202593
23.6	508.7668374
23.8	509.4985249
24	510.212853
24.2	510.9278686
24.4	511.658728
24.6	512.3971187
24.8	513.1240093
25	513.8349312
25.2	514.5444937
25.4	515.2726187
25.6	516.0039312
25.8	516.7223687
26	517.4298218
26.2	518.1344
26.4	518.8490406
26.6	519.5764937
26.8	520.3020562
27	521.00915
27.2	521.7052593
27.4	522.4112281
27.6	523.1300563
27.8	523.8473375
28	524.5549156
28.2	525.2519469
28.4	525.9491656
28.6	526.6563844
28.8	527.3661032
29	528.0641344
29.2	528.7532594
29.4	529.4437907
29.6	530.1349469
29.8	530.8290719
30	531.5271969
30.2	532.2241345
30.4	532.9123532
30.6	533.5916032
30.8	534.2725095
31	534.9645407
31.2	535.6686345
31.4	536.3677282
31.6	537.045322
31.8	537.7142595
32	538.4018533
32.2	539.1041658
32.4	539.7947908
32.6	540.469072
32.8	541.1352908
33	541.8122283
33.2	542.5070721
33.4	543.1977283
33.6	543.8715721
33.8	544.5389158
34	545.2063846
34.2	545.8784783
34.4	546.5634784
34.6	547.2486971
34.8	547.9167909
35	548.5714159
35.2	549.2246659
35.4	549.8916034
35.6	550.5736971
35.8	551.2446346
36	551.8889159
36.2	552.5274784
36.4	553.1886972
36.6	553.8664159
36.8	554.5322909
37	555.1749472
37.2	555.8110409
37.4	556.4635722
37.6	557.130666
37.8	557.7938847
