0	268.1492652
0.2	268.1505361
0.4	268.1518021
0.6	268.1530718
0.8	268.154341
1	268.1556052
1.2	268.1568688
1.4	268.1581319
1.6	268.1593944
1.8	268.1606562
2	268.1619175
2.2	268.2066331
2.4	268.3570558
2.6	268.6054296
2.8	268.8680833
3	269.106511
3.2	269.3277099
3.4	269.5371381
3.6	269.7707476
3.8	270.0270453
4	270.2804822
4.2	270.516246
4.4	270.7419498
4.6	270.9664242
4.8	271.1977211
5	271.4435956
5.2	271.6908558
5.4	271.9243054
5.6	272.1452354
5.8	272.3722133
6	272.6116002
6.2	272.8596443
6.4	273.101238
6.6	273.3291515
6.8	273.5547597
7	273.7953608
7.2	274.0483387
7.4	274.2969394
7.6	274.5331778
7.8	274.7632042
8	274.9982841
8.2	275.2430668
8.4	275.4918375
8.6	275.7339659
8.8	275.9695526
9	276.2044476
9.2	276.4446195
9.4	276.6890782
9.6	276.9353157
9.8	277.1771045
10	277.4152947
10.2	277.6557036
10.4	277.9030362
10.6	278.1545972
10.8	278.4039474
11	278.6484533
11.2	278.8898182
11.4	279.1359062
11.6	279.3876941
11.8	279.6413881
12	279.8913239
12.2	280.1357381
12.4	280.3809014
12.6	280.6355776
12.8	280.8904861
13	281.1430123
13.2	281.393643
13.4	281.6426422
13.6	281.9028645
13.8	282.1677474
14	282.4259723
14.2	282.6805304
14.4	282.9419177
14.6	283.208162
14.8	283.4730867
15	283.7368161
15.2	283.9975403
15.4	284.2608996
15.6	284.5317458
15.8	284.8001545
16	285.0617495
16.2	285.3266675
16.4	285.5977009
16.6	285.8684363
16.8	286.1371384
17	286.4075957
17.2	286.6791633
17.4	286.953891
17.6	287.2297264
17.8	287.5007681
18	287.7722363
18.2	288.0496827
18.4	288.3282698
18.6	288.6036669
18.8	288.8807792
19	289.1613325
19.2	289.4433449
19.4	289.7261974
19.6	290.0094996
19.8	290.2936288
20	290.5826493
20.2	290.8764743
20.4	291.1697029
20.6	291.4619159
20.8	291.7573969
21	292.0552902
21.2	292.3519932
21.4	292.6509701
21.6	292.952684
21.8	293.2555134
22	293.5617854
22.2	293.86872
22.4	294.1748451
22.6	294.4859742
22.8	294.7976964
23	295.1072682
23.2	295.4208753
23.4	295.7402535
23.6	296.0634512
23.8	296.3840017
24	296.7011549
24.2	297.0200777
24.4	297.34506
24.6	297.674363
24.8	298.0031019
25	298.3297627
25.2	298.6578932
25.4	298.9928855
25.6	299.3299415
25.8	299.6650839
26	299.9998701
26.2	300.3363571
26.4	300.6780094
26.6	301.0255349
26.8	301.3744802
27	301.7201449
27.2	302.0646868
27.4	302.4139591
27.6	302.7689919
27.8	303.1259409
28	303.4826748
28.2	303.8390255
28.4	304.1974733
28.6	304.5600476
28.8	304.9248697
29	305.2883632
