0	-0.034116
0.2	-0.0341159
0.4	-0.0341158
0.6	-0.0341157
0.8	-0.0341157
1	-0.0341156
1.2	-0.0341155
1.4	-0.0341155
1.6	-0.0341154
1.8	-0.0341154
2	-0.0341153
2.2	-0.0252115
2.4	0.0106158
2.6	0.0799246
2.8	0.1491817
3	0.2043549
3.2	0.2679055
3.4	0.3334481
3.6	0.4225316
3.8	0.5405135
4	0.65604
4.2	0.7564527
4.4	0.8406719
4.6	0.9118193
4.8	0.9781872
5	1.0544079
5.2	1.1343878
5.4	1.2105051
5.6	1.2812339
5.8	1.3509674
6	1.4168729
6.2	1.4841322
6.4	1.5570862
6.6	1.6366798
6.8	1.7251067
7	1.8249292
7.2	1.9313616
7.4	2.0300754
7.6	2.1196263
7.8	2.2045011
8	2.2896505
8.2	2.3734912
8.4	2.4575458
8.6	2.5390743
8.8	2.6194995
9	2.6969925
9.2	2.7685472
9.4	2.8350691
9.6	2.9026908
9.8	2.9749862
10	3.0521163
10.2	3.1355145
10.4	3.2216293
10.6	3.306387
10.8	3.3878389
11	3.4673083
11.2	3.5438294
11.4	3.6192592
11.6	3.6953413
11.8	3.7689801
12	3.8446979
12.2	3.9174143
12.4	3.9789204
12.6	4.0446465
12.8	4.108838
13	4.1721222
13.2	4.245143
13.4	4.3205897
13.6	4.4048114
13.8	4.4963389
14	4.5876065
14.2	4.6788403
14.4	4.7753462
14.6	4.8734299
14.8	4.9648432
15	5.0611117
15.2	5.1578661
15.4	5.2474408
15.6	5.3389974
15.8	5.4267027
16	5.5036047
16.2	5.5807583
16.4	5.6649448
16.6	5.7475802
16.8	5.8286173
17	5.9127606
17.2	5.9954342
17.4	6.0791585
17.6	6.1606045
17.8	6.2288064
18	6.2923308
18.2	6.3600607
18.4	6.4273346
18.6	6.4926657
18.8	6.5600672
19	6.6268556
19.2	6.6895474
19.4	6.7539666
19.6	6.8235852
19.8	6.8973447
20	6.9775883
20.2	7.0666906
20.4	7.1607575
20.6	7.2519086
20.8	7.3403223
21	7.4250623
21.2	7.5012044
21.4	7.5783882
21.6	7.6640505
21.8	7.7535095
22	7.8482485
22.2	7.9392457
22.4	8.0168951
22.6	8.0948118
22.8	8.1765181
23	8.2612259
23.2	8.3517712
23.4	8.4461159
23.6	8.5423303
23.8	8.6318732
24	8.7138331
24.2	8.7907027
24.4	8.8639078
24.6	8.9408287
24.8	9.0263194
25	9.1165835
25.2	9.2050991
25.4	9.2903618
25.6	9.3648573
25.8	9.434517
26	9.5129857
26.2	9.5976805
26.4	9.6869998
26.6	9.7800501
26.8	9.8713313
27	9.9589362
27.2	10.0438581
27.4	10.1272057
27.6	10.2114323
27.8	10.2980523
28	10.3884239
28.2	10.4831861
28.4	10.5757075
28.6	10.6567505
28.8	10.7286831
29	10.7958657
29.2	10.8618046
29.4	10.9302411
29.6	11.001242
29.8	11.0730911
30	11.1442
30.2	11.2152371
30.4	11.2858401
30.6	11.3569401
30.8	11.4318649
31	11.5136813
31.2	11.6070563
31.4	11.7079361
31.6	11.8054512
31.8	11.8965249
32	11.98475
32.2	12.07427
32.4	12.1635795
32.6	12.2558759
32.8	12.352287
33	12.4506166
33.2	12.5502122
33.4	12.6470369
33.6	12.7411116
33.8	12.8347898
34	12.9284114
34.2	13.0248542
34.4	13.1266452
34.6	13.2266989
34.8	13.3181383
35	13.4033536
35.2	13.4810123
35.4	13.5561724
35.6	13.635772
35.8	13.7154121
36	13.7925678
36.2	13.8679931
36.4	13.9445365
36.6	14.0230126
36.8	14.1012801
37	14.1765589
37.2	14.2533728
37.4	14.3365598
37.6	14.4229489
37.8	14.5105866
38	14.5964972
38.2	14.6778507
38.4	14.7624625
38.6	14.8535943
38.8	14.9450284
39	15.038315
39.2	15.1341807
39.4	15.2266714
39.6	15.3186586
39.8	15.4130502
40	15.5058344
40.2	15.5957088
40.4	15.6842225
40.6	15.7700726
40.8	15.8542932
41	15.9413669
41.2	16.0284831
41.4	16.1151037
41.6	16.203341
41.8	16.2916271
42	16.3779977
42.2	16.4634019
42.4	16.5464478
42.6	16.6280757
42.8	16.7094048
43	16.7924624
43.2	16.8774955
43.4	16.9587758
43.6	17.0362103
43.8	17.1125814
44	17.1892513
44.2	17.2698909
44.4	17.3605755
44.6	17.4576936
44.8	17.5530656
45	17.6470324
45.2	17.7400236
45.4	17.8316691
45.6	17.9247208
45.8	18.0188604
46	18.1132286
46.2	18.2064766
46.4	18.295667
46.6	18.3781709
46.8	18.4565019
47	18.5319413
47.2	18.6064608
47.4	18.6870204
47.6	18.7750184
47.8	18.8642361
48	18.9504295
48.2	19.0353406
48.4	19.1182448
48.6	19.2020134
48.8	19.2903131
49	19.3791842
49.2	19.4699566
49.4	19.5653306
49.6	19.6598023
49.8	19.7524243
50	19.8448139
50.2	19.935229
50.4	20.0275697
50.6	20.1253344
50.8	20.2227338
51	20.3187826
51.2	20.4143655
51.4	20.5041116
51.6	20.5887893
51.8	20.6716828
52	20.7535666
52.2	20.8405285
52.4	20.9334132
52.6	21.0286163
52.8	21.124422
53	21.2170938
53.2	21.3055498
53.4	21.3919824
53.6	21.4779648
53.8	21.5644462
54	21.6544814
54.2	21.7423749
54.4	21.8233514
54.6	21.9007352
54.8	21.9742635
55	22.0456287
55.2	22.1195007
55.4	22.1973064
55.6	22.2815583
55.8	22.3701442
56	22.4567858
56.2	22.5418922
56.4	22.627357
56.6	22.7132105
56.8	22.8023638
57	22.8973862
57.2	22.99431
57.4	23.0898637
57.6	23.1823598
57.8	23.2712777
58	23.3585306
58.2	23.4472288
58.4	23.5382874
58.6	23.63197
58.8	23.7267473
59	23.8202063
59.2	23.9115783
59.4	23.9995675
59.6	24.0835265
59.8	24.1652823
60	24.2503311
60.2	24.3374678
60.4	24.4216592
60.6	24.5032461
60.8	24.5835781
61	24.6626191
61.2	24.7424403
61.4	24.8256395
61.6	24.9103231
61.8	24.9960496
62	25.0840935
62.2	25.170575
62.4	25.2536941
62.6	25.3359675
62.8	25.4176061
63	25.4984577
63.2	25.5823736
63.4	25.6669
63.6	25.7495621
63.8	25.8328951
64	25.9180894
64.2	26.0061567
64.4	26.0980141
64.6	26.1913403
64.8	26.2833725
65	26.3761361
65.2	26.4694984
65.4	26.5622347
65.6	26.6523821
65.8	26.7414094
66	26.831674
66.2	26.9218068
66.4	27.0099425
66.6	27.0958878
66.8	27.1805206
67	27.2663214
67.2	27.3555831
67.4	27.4452461
67.6	27.53154
67.8	27.6155215
68	27.6978427
68.2	27.7793476
68.4	27.8600321
68.6	27.940579
68.8	28.0236024
69	28.1076756
69.2	28.1913787
69.4	28.2757986
69.6	28.3627859
69.8	28.4496589
70	28.5368893
70.2	28.6280563
70.4	28.7203756
70.6	28.8108179
70.8	28.8997925
71	28.9868286
71.2	29.0706313
71.4	29.1518149
71.6	29.2333246
71.8	29.3149594
72	29.3972494
72.2	29.4809779
72.4	29.562972
72.6	29.641971
72.8	29.7193596
73	29.7951203
73.2	29.8712356
73.4	29.949547
73.6	30.0278712
73.8	30.1047374
74	30.1823214
74.2	30.2594649
74.4	30.3315938
74.6	30.4040195
74.8	30.4814971
75	30.565208
75.2	30.6554179
75.4	30.7476444
75.6	30.8393134
75.8	30.9304842
76	31.0200379
76.2	31.1098123
76.4	31.2017781
76.6	31.2933913
76.8	31.3834636
77	31.472776
77.2	31.5588649
77.4	31.6410026
77.6	31.7216822
77.8	31.8022789
78	31.8850318
78.2	31.9726372
78.4	32.0629585
78.6	32.1509907
78.8	32.235516
79	32.3169262
79.2	32.3966478
79.4	32.4750775
79.6	32.5535355
79.8	32.6324446
80	32.7085276
80.2	32.7813781
80.4	32.8531437
80.6	32.9224797
80.8	32.990257
81	33.0608605
81.2	33.1354425
81.4	33.2133858
81.6	33.2939268
81.8	33.3757197
82	33.4569756
82.2	33.5379951
82.4	33.6208017
82.6	33.7064071
82.8	33.7964051
83	33.8886473
83.2	33.9786668
83.4	34.0682605
83.6	34.1583933
83.8	34.2449616
84	34.3282722
84.2	34.4113385
84.4	34.4933405
84.6	34.5729205
84.8	34.6494771
85	34.7215611
85.2	34.7891665
85.4	34.8549458
85.6	34.9210415
85.8	34.9895004
86	35.0606176
86.2	35.1324808
86.4	35.2059339
86.6	35.2831663
86.8	35.3614827
87	35.4390335
87.2	35.5184162
87.4	35.5983283
87.6	35.6769806
87.8	35.7564279
88	35.8352716
88.2	35.9117735
